city,district,neighbourhood,room,living_room,size,age,floor,price
İzmir , Menemen , 9 Eylül Mah.,3,1,125,7,3,5695000
İzmir , Karabağlar , Adnan Süvari Mah.,2,1,95,30,3,2750000
İzmir , Menemen , Gölcük Mah.,3,1,160,8,-3,7750000
İzmir , Karşıyaka , Şemikler Mah.,2,1,95,3,3,5750000
İzmir , Ödemiş , Süleyman Demirel Mah.,4,1,220,8,3,4750000
İzmir , Menderes , Gümüldür Fevzi Çakmak Mah.,3,1,150,2,0,11000000
İzmir , Karşıyaka , Şemikler Mah.,2,1,85,0,5,5650000
İzmir , Narlıdere , Çatalkaya Mah.,3,1,120,1,3,8950000
İzmir , Karabağlar , Arap Hasan Mah.,3,1,130,44,4,3750000
İzmir , Karşıyaka , Nergiz Mah.,2,1,85,0,2,6500000
İzmir , Foça , Yenibağarası Mah.,2,1,90,0,2,2850000
İzmir , Karabağlar , Arap Hasan Mah.,3,1,155,38,1,4950000
İzmir , Konak , Çankaya Mah.,3,1,110,31,1,3200000
İzmir , Bornova , Evka 4 Mah.,2,1,85,25,3,2400000
İzmir , Seferihisar , Bengiler Mah.,2,1,90,6,0,5300000
İzmir , Seferihisar , Payamlı Mah.,3,1,180,0,0,16500000
İzmir , Narlıdere , Çamtepe Mah.,3,1,105,23,1,7500000
İzmir , Karabağlar , Doğanay Mah.,3,1,110,18,4,2780000
İzmir , Bornova , Mevlana Mah.,3,1,135,13,1,5600000
İzmir , Seferihisar , Tepecik Mah.,3,1,135,3,0,9300000
İzmir , Seferihisar , Hıdırlık Mah.,3,1,200,25,0,7500000
İzmir , Urla , Kalabak Mah.,1,1,50,3,1,6250000
İzmir , Beydağ , Adaküre Mah.,2,1,255,40,0,1500000
İzmir , Karşıyaka , Örnekköy Mah.,3,1,115,0,3,9400000
İzmir , Buca , Fırat Mah.,3,1,137,11,3,5000000
İzmir , Buca , Yaylacık Mah.,2,1,100,4,3,4900000
İzmir , Karşıyaka , Alaybey Mah.,3,1,125,40,0,2480000
İzmir , Güzelbahçe , Siteler Mah.,3,1,170,16,2,14500000
İzmir , Foça , Cumhuriyet Mah.,4,1,160,0,0,6550000
İzmir , Seferihisar , Cumhuriyet Mah.,4,1,200,0,0,6900000
İzmir , Menemen , Mermerli Mah.,3,1,150,10,6,5300000
İzmir , Torbalı , İnönü Mah.,3,1,145,3,3,3850000
İzmir , Çiğli , Ataşehir Mah.,3,1,174,16,1,15500000
İzmir , Buca , Yaylacık Mah.,1,1,60,1,4,2450000
İzmir , Dikili , Salimbey Mah.,2,1,100,10,0,3000000
İzmir , Çiğli , Balatçık Mah.,2,1,80,5,6,4200000
İzmir , Çiğli , Balatçık Mah.,1,1,75,5,7,3650000
İzmir , Kemalpaşa , Çambel Mah.,3,1,135,2,2,3500000
İzmir , Konak , Murat Reis Mah.,3,1,100,31,3,2900000
İzmir , Torbalı , Cumhuriyet Mah.,3,1,173,4,2,4950000
İzmir , Karabağlar , Ali Fuat Cebesoy Mah.,3,1,150,13,3,9500000
İzmir , Çiğli , Balatçık Mah.,3,1,150,11,6,4750000
İzmir , Buca , Atatürk Mah.,1,1,65,0,2,1215000
İzmir , Bayraklı , Körfez Mah.,3,1,130,0,3,6500000
İzmir , Karşıyaka , Bostanlı Mah.,4,1,160,26,1,10500000
İzmir , Buca , Laleli Mah.,1,1,50,0,1,2750000
İzmir , Seferihisar , Sığacık Mah.,3,1,250,8,0,9600000
İzmir , Urla , Güvendik Mah.,3,1,135,26,0,8950000
İzmir , Narlıdere , Narlı Mah.,3,1,150,30,3,6800000
İzmir , Menemen , Ahıhıdır Mah.,3,1,145,0,3,3100000
İzmir , Bornova , Doğanlar Mah.,3,1,130,4,6,7150000
İzmir , Dikili , Çandarlı Mah.,2,1,85,5,1,3975000
İzmir , Menderes , Orta Mah.,3,1,125,25,0,5150000
İzmir , Menderes , Çukuraltı Mah.,3,1,140,0,0,6850000
İzmir , Gaziemir , Sevgi Mah.,3,1,130,25,1,5800000
İzmir , Karabağlar , Umut Mah.,2,1,95,20,0,6250000
İzmir , Karabağlar , Esentepe Mah.,2,1,127,7,3,4650000
İzmir , Menderes , Çukuraltı Mah.,4,1,250,0,1,11500000
İzmir , Çeşme , Şifne Mah.,3,1,140,0,0,14750000
İzmir , Menemen , 9 Eylül Mah.,2,1,90,3,2,3475000
İzmir , Menemen , Yahşelli Mah.,3,1,150,5,0,3650000
İzmir , Çiğli , Aydınlıkevler Mah.,2,1,125,35,3,4350000
İzmir , Menderes , Ahmetbeyli Mah.,4,1,140,32,1,5600000
İzmir , Konak , Altıntaş Mah.,2,1,100,35,4,2550000
İzmir , Çiğli , Balatçık Mah.,3,1,137,11,2,5450000
İzmir , Dikili , Denizköy Mah.,3,1,130,0,1,9400000
İzmir , Buca , Yaylacık Mah.,3,1,136,13,3,4000000
İzmir , Ödemiş , İnönü Mah.,3,1,140,35,3,2500000
İzmir , Konak , Alsancak Mah.,2,1,90,30,3,2550000
İzmir , Çiğli , Atatürk Mah.,2,1,85,0,1,2595000
İzmir , Konak , Göztepe Mah.,3,1,130,38,5,6750000
İzmir , Karşıyaka , Nergiz Mah.,1,1,60,0,4,3850000
İzmir , Karaburun , Saip Mah.,3,1,250,3,0,8950000
İzmir , Bornova , Kazımdirik Mah.,3,1,135,31,2,4600000
İzmir , Gaziemir , Irmak Mah.,3,1,140,17,3,5800000
İzmir , Karşıyaka , Bahriye Üçok Mah.,2,1,85,8,4,5100000
İzmir , Karşıyaka , Bostanlı Mah.,4,1,145,4,5,11500000
İzmir , Torbalı , Muratbey Mah.,2,1,100,0,2,2750000
İzmir , Foça , Mustafa Kemal Atatürk Mah.,3,1,180,20,0,6500000
İzmir , Menemen , Camiikebir Mah.,3,1,140,20,4,2600000
İzmir , Karşıyaka , Yalı Mah.,3,1,175,21,3,6000000
İzmir , Çeşme , İsmet İnönü Mah.,1,1,60,0,3,6500000
İzmir , Torbalı , Ayrancılar Mah.,1,1,60,7,1,2000000
İzmir , Konak , Güzelyalı Mah.,2,1,99,35,1,3575000
İzmir , Bayraklı , Adalet Mah.,3,1,147,12,3,6900000
İzmir , Konak , Atilla Mah.,2,1,95,10,3,3600000
İzmir , Balçova , Eğitim Mah.,3,1,125,5,1,6000000
İzmir , Seferihisar , Payamlı Mah.,3,1,150,0,0,4250000
İzmir , Karşıyaka , Zübeyde Hanım Mah.,3,1,150,3,5,7725000
İzmir , Bornova , Atatürk Mah.,4,1,240,0,0,11500000
İzmir , Karabağlar , Basın Sitesi Mah.,3,1,130,38,0,3000000
İzmir , Buca , Kozağaç Mah.,2,1,70,0,1,2800000
İzmir , Çiğli , Atatürk Mah.,2,1,115,2,5,3850000
İzmir , Torbalı , Ayrancılar Mah.,2,1,100,7,1,2349000
İzmir , Urla , Kalabak Mah.,2,1,200,0,0,11000000
İzmir , Gaziemir , Atıfbey Mah.,3,1,150,23,7,5000000
İzmir , Konak , Göztepe Mah.,1,1,75,40,5,3650000
İzmir , Karşıyaka , Nergiz Mah.,3,1,130,0,2,9000000
İzmir , Urla , Gülbahçe Mah.,2,1,74,1,1,6250000
İzmir , Konak , Mimar Sinan Mah.,3,1,120,40,1,6500000
İzmir , Kemalpaşa , Mehmet Akif Ersoy Mah.,3,1,125,7,3,4250000
İzmir , Bornova , Erzene Mah.,3,1,140,22,1,4000000
İzmir , Karşıyaka , Bahçelievler Mah.,3,1,110,35,3,3100000
İzmir , Menemen , Ahıhıdır Mah.,3,1,120,0,1,3500000
İzmir , Bornova , Merkez Mah.,2,1,95,0,-1,2850000
İzmir , Bayraklı , Org. Nafiz Gürman Mah.,3,1,180,0,4,3750000
İzmir , Menemen , 85. Yıl Cumhuriyet Mah.,1,1,53,0,1,2100000
İzmir , Torbalı , Torbalı Mah.,2,1,95,2,4,3050000
İzmir , Bayraklı , Osmangazi Mah.,2,1,80,10,3,3450000
İzmir , Foça , Hacıveli Mah.,2,1,80,1,6,3750000
İzmir , Çiğli , Uğur Mumcu Mah.,3,1,140,11,6,4375000
İzmir , Konak , Alsancak Mah.,3,1,145,31,2,5000000
İzmir , Çiğli , Harmandalı Gazi Mustafa Kemal Atatürk Mah.,2,1,91,0,3,3960000
İzmir , Seferihisar , Mersin Alanı Mah.,2,1,110,5,3,4750000
İzmir , Torbalı , Ertuğrul Mah.,3,1,150,12,3,3000000
İzmir , Dikili , Çandarlı Mah.,4,1,200,0,0,7250000
İzmir , Ödemiş , Hürriyet Mah.,3,1,163,0,3,6500000
İzmir , Çiğli , Balatçık Mah.,1,1,44,0,3,3150000
İzmir , Torbalı , Ayrancılar Mah.,3,1,135,4,0,6350000
İzmir , Karşıyaka , Bahçelievler Mah.,2,1,100,36,1,2800000
İzmir , Karşıyaka , Şemikler Mah.,2,1,95,12,3,4750000
İzmir , Karşıyaka , Şemikler Mah.,2,1,75,3,2,3750000
İzmir , Karabağlar , Doğanay Mah.,3,1,120,35,2,3000000
İzmir , Karabağlar , Reis Mah.,2,1,120,30,1,2350000
İzmir , Karabağlar , Kazım Karabekir Mah.,3,1,150,15,3,3735000
İzmir , Dikili , Çandarlı Mah.,3,1,143,0,0,9250000
İzmir , Bornova , Erzene Mah.,3,1,150,8,1,11400000
İzmir , Karşıyaka , Nergiz Mah.,2,1,100,0,3,7250000
İzmir , Foça , Kozbeyli Mah.,3,1,125,0,0,11000000
İzmir , Narlıdere , Narlı Mah.,3,1,174,27,1,15000000
İzmir , Seferihisar , Turabiye Mah.,3,1,175,5,1,4500000
İzmir , Torbalı , İnönü Mah.,3,1,190,0,0,8000000
İzmir , Aliağa , Yenişakran Mah.,4,1,160,0,0,13250000
İzmir , Urla , Denizli Mah.,3,1,230,21,0,10100000
İzmir , Çeşme , Ovacık Mah.,2,1,95,7,1,6000000
İzmir , Karşıyaka , Dedebaşı Mah.,2,1,89,3,4,5300000
İzmir , Seferihisar , Atatürk Mah.,2,1,120,0,1,8000000
İzmir , Konak , Göztepe Mah.,4,1,200,32,1,7650000
İzmir , Foça , Mustafa Kemal Atatürk Mah.,3,1,142,26,0,5850000
İzmir , Menemen , Esatpaşa Mah.,3,1,140,9,2,3100000
İzmir , Karabağlar , Sevgi Mah.,2,1,90,4,1,2690000
İzmir , Gaziemir , Irmak Mah.,3,1,160,11,3,9500000
İzmir , Karşıyaka , Şemikler Mah.,3,1,135,12,3,5900000
İzmir , Dikili , Cumhuriyet Mah.,3,1,150,0,0,6500000
İzmir , Buca , Yenigün Mah.,3,1,100,25,0,8500000
İzmir , Buca , Kozağaç Mah.,2,1,120,11,0,2380000
İzmir , Çeşme , Yalı Mah.,3,1,180,0,0,15500000
İzmir , Seferihisar , Mersin Alanı Mah.,3,1,140,20,2,4500000
İzmir , Seferihisar , Sığacık Mah.,4,1,180,13,0,11500000
İzmir , Buca , Atatürk Mah.,1,1,50,0,2,1215000
İzmir , Narlıdere , Narlı Mah.,3,1,165,15,6,7800000
İzmir , Buca , Laleli Mah.,1,1,90,0,-1,3000000
İzmir , Menderes , Kemalpaşa Mah.,2,1,90,4,0,4850000
İzmir , Karşıyaka , Bostanlı Mah.,3,1,100,43,5,3570000
İzmir , Foça , Cumhuriyet Mah.,4,1,195,0,1,12500000
İzmir , Menemen , Gazi Mah.,3,1,110,0,2,3199000
İzmir , Dikili , Çandarlı Mah.,3,1,140,30,0,7750000
İzmir , Dikili , Salihler Mah.,2,1,115,25,0,5950000
İzmir , Menderes , Gümüldür Atatürk Mah.,3,1,220,0,1,15000000
İzmir , Konak , Güzelyalı Mah.,3,1,110,5,2,5750000
İzmir , Bayraklı , Bayraklı Mah.,3,1,130,25,3,3800000
İzmir , Çeşme , Ovacık Mah.,3,1,165,18,0,11750000
İzmir , Bornova , Atatürk Mah.,2,1,75,3,0,7750000
İzmir , Çeşme , Yalı Mah.,3,1,155,1,0,12500000
İzmir , Konak , Atilla Mah.,2,1,110,7,1,4600000
İzmir , Karabağlar , Doğanay Mah.,3,1,140,20,5,2600000
İzmir , Seferihisar , Cumhuriyet Mah.,3,1,150,0,1,7500000
İzmir , Kemalpaşa , Soğukpınar Mah.,3,1,140,13,3,4100000
İzmir , Menemen , Uğur Mumcu Mah.,3,1,150,5,4,3975000
İzmir , Foça , Mustafa Kemal Atatürk Mah.,2,1,90,8,0,6250000
İzmir , Bornova , Ergene Mah.,2,1,85,30,3,3000000
İzmir , Balçova , Teleferik Mah.,2,1,87,26,1,3000000
İzmir , Çeşme , Alaçatı Mah.,3,1,100,30,1,12250000
İzmir , Çiğli , Esentepe Mah.,3,1,135,8,2,4600000
İzmir , Buca , Yıldız Mah.,2,1,100,23,3,2600000
İzmir , Konak , Altıntaş Mah.,3,1,105,25,1,2450000
İzmir , Karşıyaka , Bahçelievler Mah.,3,1,130,27,4,3200000
İzmir , Güzelbahçe , Siteler Mah.,3,1,145,7,3,9875000
İzmir , Buca , Adatepe Mah.,2,1,110,1,3,2600000
İzmir , Karabağlar , Yunus Emre Mah.,1,1,120,26,6,1190000
İzmir , Buca , Kuruçeşme Mah.,1,1,50,3,1,2200000
İzmir , Çeşme , Çiftlik Mah.,4,1,140,20,0,9950000
İzmir , Menemen , 29 Ekim Mah.,1,1,45,0,0,2300000
İzmir , Çiğli , Esentepe Mah.,2,1,200,0,6,5850000
İzmir , Seferihisar , Cumhuriyet Mah.,3,1,218,10,0,6800000
İzmir , Çeşme , Reisdere Mah.,2,1,80,5,1,5700000
İzmir , Güzelbahçe , Yalı Mah.,3,1,120,26,1,6000000
İzmir , Torbalı , İnönü Mah.,2,1,90,8,1,1825000
İzmir , Karşıyaka , Fikri Altay Mah.,2,1,90,8,4,5700000
İzmir , Karşıyaka , Yalı Mah.,3,1,100,19,3,5200000
İzmir , Buca , Vali Rahmi Bey Mah.,3,1,90,31,6,3200000
İzmir , Bornova , Ergene Mah.,1,1,54,2,3,3500000
İzmir , Torbalı , Yemişlik Mah.,3,1,140,3,3,3500000
İzmir , Konak , Çankaya Mah.,3,1,130,40,4,4850000
İzmir , Narlıdere , Ilıca Mah.,2,1,120,5,5,9400000
İzmir , Aliağa , Fatih Mah.,2,1,78,0,6,2399000
İzmir , Menemen , 9 Eylül Mah.,4,1,200,0,7,6500000
İzmir , Torbalı , Torbalı Mah.,2,1,90,0,1,2740000
İzmir , Foça , Fatih Mah.,3,1,150,36,0,15000000
İzmir , Karabağlar , Basın Sitesi Mah.,3,1,115,38,4,4200000
İzmir , Konak , Murat Reis Mah.,2,1,90,1,1,4500000
İzmir , Çiğli , Küçük Çiğli Mah.,4,1,200,7,6,5800000
İzmir , Bornova , Kazımdirik Mah.,3,1,155,26,2,3750000
İzmir , Çiğli , Cumhuriyet Mah.,3,1,135,23,3,3000000
İzmir , Bayraklı , Osmangazi Mah.,3,1,145,0,5,9500000
İzmir , Karabağlar , Muammer Akar Mah.,2,1,110,35,2,3200000
İzmir , Dikili , Cumhuriyet Mah.,4,1,150,2,0,8500000
İzmir , Bayraklı , Körfez Mah.,2,1,120,5,5,6750000
İzmir , Torbalı , Torbalı Mah.,2,1,130,20,3,1750000
İzmir , Karşıyaka , Örnekköy Mah.,1,1,55,1,2,3000000
İzmir , Menemen , 85. Yıl Cumhuriyet Mah.,1,1,68,0,0,2350000
İzmir , Narlıdere , Ilıca Mah.,3,1,170,20,4,9500000
İzmir , Torbalı , Muratbey Mah.,2,1,100,0,1,3300000
İzmir , Çiğli , Harmandalı Gazi Mustafa Kemal Atatürk Mah.,1,1,60,0,2,2760000
İzmir , Torbalı , Bahçelievler Mah.,3,1,135,4,0,6350000
İzmir , Karşıyaka , Dedebaşı Mah.,4,1,190,0,5,8750000
İzmir , Karşıyaka , Bahriye Üçok Mah.,3,1,120,35,4,4650000
İzmir , Konak , Altıntaş Mah.,2,1,110,35,4,2750000
İzmir , Bornova , Atatürk Mah.,3,1,135,28,1,4400000
İzmir , Menemen , Uğur Mumcu Mah.,3,1,120,20,3,3200000
İzmir , Foça , Kozbeyli Mah.,2,1,90,0,0,7500000
İzmir , Karşıyaka , Bahriye Üçok Mah.,3,1,130,0,3,11750000
İzmir , Aliağa , Bozköy Mah.,2,1,90,5,0,3150000
İzmir , Foça , Cumhuriyet Mah.,3,1,125,21,0,11400000
İzmir , Karşıyaka , Bostanlı Mah.,3,1,165,31,4,14500000
İzmir , Bornova , Atatürk Mah.,4,1,180,0,1,12500000
İzmir , Dikili , Katıralanı Mah.,2,1,95,5,0,6200000
İzmir , Foça , Fevzi Çakmak Mah.,3,1,165,1,0,6500000
İzmir , Buca , Kuruçeşme Mah.,1,1,59,0,2,1150000
İzmir , Çiğli , Yakakent Mah.,3,1,160,11,1,3895000
İzmir , Karabağlar , Arap Hasan Mah.,2,1,110,17,1,2790000
İzmir , Bayraklı , Gümüşpala Mah.,2,1,105,4,1,3350000
İzmir , Seferihisar , Atatürk Mah.,3,1,165,25,1,5250000
İzmir , Menderes , Altıntepe Mah.,3,1,110,2,6,6450000
İzmir , Karşıyaka , Cumhuriyet Mah.,3,1,150,8,4,5100000
İzmir , Dikili , Gazipaşa Mah.,3,1,110,0,0,4900000
İzmir , Karşıyaka , Yalı Mah.,2,1,110,29,5,3998000
İzmir , Konak , Mithatpaşa Mah.,2,1,100,55,3,3250000
İzmir , Çeşme , Alaçatı Mah.,3,1,180,30,0,14000000
İzmir , Dikili , Salihler Mah.,4,1,125,0,0,7750000
İzmir , Karabağlar , Bahçelievler Mah.,2,1,110,25,4,2650000
İzmir , Seferihisar , Tepecik Mah.,4,1,120,3,0,9000000
İzmir , Bayraklı , Soğukkuyu Mah.,3,1,160,15,1,5500000
İzmir , Kemalpaşa , Mehmet Akif Ersoy Mah.,3,1,180,0,4,4950000
İzmir , Konak , Atilla Mah.,3,1,120,30,4,3000000
İzmir , Konak , Akın Simav Mah.,2,1,95,40,4,4000000
İzmir , Çeşme , Alaçatı Mah.,4,1,250,25,-3,14750000
İzmir , Buca , Fırat Mah.,2,1,90,4,1,3100000
İzmir , Karabağlar , Basın Sitesi Mah.,3,1,140,35,4,4980000
İzmir , Balçova , Eğitim Mah.,3,1,135,9,2,8000000
İzmir , Buca , Efeler Mah.,3,1,140,19,1,3750000
İzmir , Ödemiş , Hürriyet Mah.,3,1,95,0,0,3750000
İzmir , Menemen , Uğur Mumcu Mah.,3,1,150,3,1,3500000
İzmir , Kemalpaşa , Mehmet Akif Ersoy Mah.,2,1,90,35,1,2250000
İzmir , Karabağlar , Doğanay Mah.,2,1,85,25,6,2200000
İzmir , Çiğli , Balatçık Mah.,1,1,55,0,1,2750000
İzmir , Bornova , Erzene Mah.,3,1,120,30,3,3250000
İzmir , Menemen , Uğur Mumcu Mah.,3,1,155,0,3,5750000
İzmir , Konak , Murat Reis Mah.,3,1,110,45,-1,3150000
İzmir , Bayraklı , Gümüşpala Mah.,2,1,91,4,4,4000000
İzmir , Karabağlar , Vatan Mah.,2,1,105,12,1,2950000
İzmir , Menemen , Atatürk Mah.,2,1,105,25,6,1880000
İzmir , Menderes , Gölcükler Mah.,2,1,100,0,3,4500000
İzmir , Konak , Piri Reis Mah.,3,1,130,10,3,5750000
İzmir , Çiğli , Atatürk Mah.,3,1,120,12,-1,2750000
İzmir , Ödemiş , Zafer Mah.,2,1,120,20,3,2750000
İzmir , Bornova , Erzene Mah.,3,1,147,10,5,7900000
İzmir , Balçova , Teleferik Mah.,3,1,150,26,4,5700000
İzmir , Foça , Atatürk Mah.,3,1,140,28,0,10250000
İzmir , Dikili , Cumhuriyet Mah.,4,1,180,0,0,9500000
İzmir , Karabağlar , Vatan Mah.,3,1,130,26,4,2900000
İzmir , Konak , Turgut Reis Mah.,3,1,125,31,1,4500000
İzmir , Buca , Efeler Mah.,2,1,130,0,4,4000000
İzmir , Foça , Yenibağarası Mah.,2,1,80,0,2,2950000
İzmir , Konak , Murat Reis Mah.,2,1,90,40,4,3600000
İzmir , Dikili , Cumhuriyet Mah.,3,1,154,5,0,9850000
İzmir , Buca , Kozağaç Mah.,2,1,95,10,3,3750000
İzmir , Karşıyaka , Demirköprü Mah.,3,1,140,0,5,6350000
İzmir , Menemen , Esatpaşa Mah.,3,1,130,20,4,2500000
İzmir , Konak , Çankaya Mah.,2,1,85,31,1,2700000
İzmir , Çeşme , İsmet İnönü Mah.,2,1,80,26,3,4630000
İzmir , Bornova , Erzene Mah.,3,1,150,16,1,7100000
İzmir , Karabağlar , Esentepe Mah.,3,1,125,35,6,5500000
İzmir , Buca , Fırat Mah.,3,1,130,30,3,2800000
İzmir , Bergama , Fatih Mah.,2,1,120,0,3,3000000
İzmir , Karşıyaka , Fikri Altay Mah.,3,1,135,21,1,3150000
İzmir , Urla , Denizli Mah.,2,1,100,31,2,7500000
İzmir , Seferihisar , Tepecik Mah.,3,1,90,20,0,5850000
İzmir , Karaburun , Mordoğan Mah.,4,1,130,21,0,7900000
İzmir , Seferihisar , Bengiler Mah.,3,1,140,1,0,8500000
İzmir , Ödemiş , Zafer Mah.,3,1,150,17,0,4500000
İzmir , Menderes , Tekeli Fevzi Çakmak Mah.,1,1,60,1,0,2150000
İzmir , Bayraklı , Onur Mah.,3,1,130,16,3,2450000
İzmir , Karşıyaka , Bahçelievler Mah.,2,1,105,31,1,3250000
İzmir , Konak , Alsancak Mah.,3,1,135,26,5,6650000
İzmir , Dikili , Çandarlı Mah.,4,1,130,11,0,7250000
İzmir , Karabağlar , Günaltay Mah.,3,1,116,12,1,3750000
İzmir , Buca , Atatürk Mah.,2,1,80,0,3,1350000
İzmir , Buca , Barış Mah.,3,1,120,38,3,2995000
İzmir , Foça , Kazım Dirik Mah.,2,1,95,0,2,3450000
İzmir , Dikili , Bademli Mah.,3,1,245,15,0,8750000
İzmir , Menemen , 30 Ağustos Mah.,3,1,140,5,1,4250000
İzmir , Foça , Mustafa Kemal Atatürk Mah.,4,1,180,0,0,11000000
İzmir , Karşıyaka , Aksoy Mah.,2,1,95,35,5,3500000
İzmir , Karabağlar , Yunus Emre Mah.,2,1,105,30,0,3500000
İzmir , Karşıyaka , Aksoy Mah.,2,1,95,30,6,2750000
İzmir , Seferihisar , Mersin Alanı Mah.,3,1,190,9,1,6000000
İzmir , Karabağlar , Esenyalı Mah.,4,1,220,29,2,5500000
İzmir , Karşıyaka , Şemikler Mah.,3,1,130,9,2,4750000
İzmir , Karşıyaka , Yalı Mah.,1,1,50,0,1,3850000
İzmir , Torbalı , Pancar Mah.,2,1,103,2,3,2850000
İzmir , Menderes , Çukuraltı Mah.,3,1,140,0,0,8900000
İzmir , Menemen , Kasımpaşa Mah.,3,1,130,18,1,2500000
İzmir , Çeşme , Germiyan Mah.,1,1,152,1,0,3900000
İzmir , Menemen , 9 Eylül Mah.,2,1,92,0,1,3125000
İzmir , Buca , İnkılap Mah.,3,1,170,11,4,5250000
İzmir , Buca , Kozağaç Mah.,3,1,135,13,3,4750000
İzmir , Karabağlar , Basın Sitesi Mah.,2,1,115,0,3,6000000
İzmir , Urla , Kalabak Mah.,3,1,150,21,0,8750000
İzmir , Konak , Göztepe Mah.,3,1,124,40,3,5500000
İzmir , Buca , Güven Mah.,3,1,115,17,1,3250000
İzmir , Torbalı , Muratbey Mah.,2,1,148,40,0,2700000
İzmir , Karabağlar , Uzundere Mah.,3,1,116,0,7,2618000
İzmir , Buca , Ufuk Mah.,3,1,150,14,1,4750000
İzmir , Karabağlar , Doğanay Mah.,2,1,110,30,3,3350000
İzmir , Menderes , Çileme Mah.,2,1,75,3,0,1970000
İzmir , Buca , Kuruçeşme Mah.,1,1,50,3,2,2250000
İzmir , Ödemiş , Hürriyet Mah.,2,1,120,25,3,2000000
İzmir , Buca , İnkılap Mah.,3,1,110,0,2,4500000
İzmir , Karşıyaka , Bostanlı Mah.,3,1,140,33,2,4750000
İzmir , Çeşme , Dalyan Mah.,4,1,160,20,0,16000000
İzmir , Menemen , 85. Yıl Cumhuriyet Mah.,1,1,84,0,3,2650000
İzmir , Bayraklı , Gümüşpala Mah.,3,1,130,11,2,5900000
İzmir , Çiğli , Esentepe Mah.,2,1,95,6,3,3825000
İzmir , Torbalı , Muratbey Mah.,2,1,110,0,3,3600000
İzmir , Karşıyaka , Fikri Altay Mah.,2,1,105,0,3,4330000
İzmir , Narlıdere , Narlı Mah.,3,1,130,0,2,12000000
İzmir , Seferihisar , Mersin Alanı Mah.,2,1,100,12,1,5500000
İzmir , Bayraklı , Postacılar Mah.,3,1,160,11,7,9000000
İzmir , Buca , Efeler Mah.,3,1,110,26,4,3375000
İzmir , Menemen , Ulus Mah.,2,1,105,7,6,3300000
İzmir , Menemen , İstiklal Mah.,3,1,145,14,5,3700000
İzmir , Foça , Kozbeyli Mah.,3,1,150,0,0,11350000
İzmir , Karşıyaka , Demirköprü Mah.,3,1,155,9,1,6875000
İzmir , Aliağa , Yenişakran Mah.,4,1,200,0,3,4050000
İzmir , Menderes , Çukuraltı Mah.,3,1,130,15,1,6250000
İzmir , Foça , Mustafa Kemal Atatürk Mah.,3,1,120,12,1,7000000
İzmir , Karşıyaka , Tersane Mah.,3,1,135,56,5,6000000
İzmir , Menemen , Villakent Mah.,4,1,225,0,0,11500000
İzmir , Çiğli , İzkent Mah.,2,1,95,26,3,2325000
İzmir , Konak , Göztepe Mah.,2,1,90,35,1,3650000
İzmir , Dikili , Cumhuriyet Mah.,3,1,140,1,0,7500000
İzmir , Konak , İsmet Kaptan Mah.,2,1,120,30,1,10200000
İzmir , Menderes , Gümüldür İnönü Mah.,3,1,140,10,0,10000000
İzmir , Seferihisar , Bengiler Mah.,4,1,170,27,1,5750000
İzmir , Karşıyaka , Dedebaşı Mah.,3,1,145,0,4,7750000
İzmir , Dikili , Cumhuriyet Mah.,3,1,120,0,0,7250000
İzmir , Karabağlar , Arap Hasan Mah.,3,1,130,26,1,3750000
İzmir , Karabağlar , Bahçelievler Mah.,3,1,118,40,4,3900000
İzmir , Dikili , Salihler Mah.,2,1,90,0,0,5750000
İzmir , Balçova , Eğitim Mah.,2,1,85,35,1,2500000
İzmir , Buca , İnkılap Mah.,3,1,150,21,6,2850000
İzmir , Menderes , Çukuraltı Mah.,3,1,140,20,0,8750000
İzmir , Bornova , Kızılay Mah.,3,1,130,0,1,5500000
İzmir , Torbalı , İnönü Mah.,2,1,100,6,1,2275000
İzmir , Konak , Kılıç Reis Mah.,2,1,105,40,1,2000000
İzmir , Karşıyaka , Demirköprü Mah.,1,1,55,5,5,1700000
İzmir , Konak , Güzelyalı Mah.,2,1,110,31,1,3650000
İzmir , Menemen , Uğur Mumcu Mah.,3,1,135,3,1,3300000
İzmir , Konak , Murat Reis Mah.,2,1,125,1,2,8500000
İzmir , Bayraklı , Tepekule Mah.,2,1,95,22,6,3100000
İzmir , Karşıyaka , Bostanlı Mah.,3,1,110,33,1,4400000
İzmir , Karabağlar , Vatan Mah.,2,1,100,31,2,2650000
İzmir , Karabağlar , Tahsin Yazıcı Mah.,3,1,125,26,1,2775000
İzmir , Karabağlar , Vatan Mah.,3,1,140,0,5,5150000
İzmir , Konak , Murat Reis Mah.,2,1,115,31,5,3450000
İzmir , Gaziemir , Atıfbey Mah.,2,1,140,0,3,5750000
İzmir , Buca , Mustafa Kemal Mah.,2,1,105,2,1,3250000
İzmir , Seferihisar , Çolak İbrahim Bey Mah.,2,1,115,0,1,5750000
İzmir , Buca , Güven Mah.,3,1,133,13,2,4000000
İzmir , Konak , Göztepe Mah.,2,1,85,1,3,3600000
İzmir , Dikili , Çandarlı Mah.,3,1,130,1,0,8100000
İzmir , Çiğli , Küçük Çiğli Mah.,2,1,65,0,1,3450000
İzmir , Karabağlar , Muammer Akar Mah.,1,1,92,11,5,3250000
İzmir , Foça , Mustafa Kemal Atatürk Mah.,2,1,78,0,2,4900000
İzmir , Karabağlar , Vatan Mah.,2,1,110,1,5,5900000
